ror1_flag,ror1_confidence,ror1_reasoning,b7h3_flag,b7h3_confidence,b7h3_reasoning,topo1_flag,topo1_confidence,topo1_reasoning,bispecific_flag,bispecific_reasoning,competitor_flag,competitor_reasoning,lens_id,error
False,none,"The claims focus on antibodies targeting BAI1, with no mention of ROR1 or related characteristics.",False,none,"The claims do not mention B7-H3 or any related characteristics, focusing solely on BAI1.",False,none,There is no mention of topoisomerase I inhibitors or related payloads in the claims.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims are specific to BAI1-targeting antibodies and do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads.",103-178-589-463-414,
False,none,"The claims focus on antibodies targeting polypeptides involved in osteoclast differentiation, with no mention of ROR1 or related characteristics.",False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims, which focus on osteoclast differentiation.",False,none,"The claims do not mention any topoisomerase I inhibitors or related payloads, focusing instead on antibodies for osteoclast differentiation.",False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims do not relate to ROR1, B7-H3, or topoisomerase I inhibitors, and thus do not pose a competitive risk to the ADC program targeting these elements.",106-546-136-750-010,
False,none,The claims do not mention ROR1 or any related characteristics such as orphan receptor tyrosine kinase involvement with Wnt5a signaling or expression in specific cancers.,False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program.",112-349-078-467-261,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL. The targets listed do not include ROR1.",False,none,The claims do not mention B7-H3 or CD276. The targets listed do not include B7-H3 or any specific characteristics of B7-H3.,True,high,"The claims explicitly list SN-38, a known topoisomerase I inhibitor, as a potential drug unit in the ADC, providing high confidence for topoisomerase I inhibitor payload involvement.",False,The claims do not describe any bispecific or multispecific antibody constructs.,True,"The presence of a high confidence topoisomerase I inhibitor payload in the claims poses a competitive risk to ADC programs using similar payloads, despite the absence of ROR1 or B7-H3 targeting.",114-876-548-669-413,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in specific lymphomas.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting, such as its expression profile or exclusion of other B7 family members.",False,none,"The claims do not mention any topoisomerase I inhibitors or related structural descriptions, such as camptothecin derivatives.",False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met in the claims, indicating no competitive risk to the ADC program.",119-200-533-083-913,
False,none,The claims focus on antibodies binding HLA-A2/TyrD and do not mention ROR1 or any related characteristics.,False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims.",False,none,The claims do not specify any topoisomerase I inhibitor payloads or related descriptions.,False,"While bispecific antibodies are mentioned, there is no indication that one arm targets ROR1 or B7-H3.",False,"The patent claims do not cover ROR1, B7-H3, or topoisomerase I inhibitor payloads, and thus do not pose a competitive risk to the ADC program targeting these elements.",127-570-183-370-696,
False,none,"The claims do not mention ROR1, NTRKR1, or any specific characteristics of ROR1 such as Wnt5a signaling or expression in CLL. There is no sequence-defined antibody tied to ROR1.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 such as its overexpression in certain cancers. There is no sequence-defined antibody tied to B7-H3.",False,low,The claims mention a therapeutic moiety but do not specify a topoisomerase I inhibitor or any related compounds like camptothecin derivatives. The mention of cytotoxic anti-cancer agents is too generic.,False,The claims do not describe a bispecific or multispecific antibody construct targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The claims are focused on antibody conjugation methods without specifying these targets or payloads.",116-390-804-620-751,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims.",False,none,The claims focus on temozolomide and do not mention topoisomerase I inhibitors or related compounds.,False,The claims do not describe any bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence.",131-633-252-889-679,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting, such as being a 4Ig B7 family member.",False,none,The claims do not mention topoisomerase I inhibitors or any related compounds like camptothecin derivatives.,False,There are no claims describing bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"The patent claims focus on a combination therapy involving EGFR, MEK, and CDK inhibitors for cancers with BRAF mutations, with no relevance to ROR1, B7-H3, or topoisomerase I inhibitors.",178-914-074-443-776,
False,none,"The claims focus on a fusion protein involving an antibody and TNFα, specifically targeting Her-2 with Trastuzumab. There is no mention or implication of ROR1 targeting.",False,none,"The claims do not mention B7-H3 or any related characteristics. The focus is on Her-2 targeting with Trastuzumab, not B7-H3.",False,none,There is no mention of topoisomerase I inhibitors or related payloads in the claims. The focus is on a TNFα fusion protein.,False,The claims describe a fusion protein with a single specificity (Her-2 targeting) and do not involve bispecific or multispecific constructs.,False,"The patent claims do not cover ROR1, B7-H3, or topoisomerase I inhibitor payloads, nor do they describe bispecific constructs involving these targets. Therefore, it does not pose a competitive risk to the ADC program targeting these elements.",150-512-567-805-757,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related signaling pathways or expression profiles.",False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member descriptions that could be associated with B7-H3.",False,none,"The claims do not mention topoisomerase I inhibitors, camptothecin derivatives, or any related structural descriptions.",False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims focus on anti-VEGF formulations and liposome delivery systems, with no mention of ROR1, B7-H3, or topoisomerase I inhibitors. Therefore, it poses no competitive risk to the ADC program targeting these elements.",135-562-760-092-762,
